FID	IID	Project	Region	Population	Genetic_Region
LP6005441-DNA_C02	LP6005441-DNA_C02	HGDP	Europe	Basque	EUR
LP6005441-DNA_C03	LP6005441-DNA_C03	HGDP	Central_South_Asia	Brahui	CSA
LP6005441-DNA_C05	LP6005441-DNA_C05	HGDP	East_Asia	Han	EAS
LP6005441-DNA_C06	LP6005441-DNA_C06	HGDP	East_Asia	Japanese	EAS
LP6005441-DNA_C07	LP6005441-DNA_C07	HGDP	Central_South_Asia	Makrani	CSA
LP6005441-DNA_C08	LP6005441-DNA_C08	HGDP	East_Asia	Miao	EAS
LP6005441-DNA_C09	LP6005441-DNA_C09	HGDP	Europe	Orcadian	EUR
LP6005441-DNA_C10	LP6005441-DNA_C10	HGDP	Central_South_Asia	Pathan	CSA
LP6005441-DNA_C11	LP6005441-DNA_C11	HGDP	Europe	Sardinian	EUR
LP6005441-DNA_D01	LP6005441-DNA_D01	HGDP	Central_South_Asia	Balochi	CSA
LP6005441-DNA_D02	LP6005441-DNA_D02	HGDP	Europe	Basque	EUR
LP6005441-DNA_D03	LP6005441-DNA_D03	HGDP	Central_South_Asia	Brahui	CSA
LP6005441-DNA_D04	LP6005441-DNA_D04	HGDP	East_Asia	Dai	EAS
LP6005441-DNA_D05	LP6005441-DNA_D05	HGDP	East_Asia	Han	EAS
LP6005441-DNA_D06	LP6005441-DNA_D06	HGDP	East_Asia	Japanese	EAS
LP6005441-DNA_D07	LP6005441-DNA_D07	HGDP	Central_South_Asia	Makrani	CSA
LP6005441-DNA_D08	LP6005441-DNA_D08	HGDP	East_Asia	Miao	EAS
LP6005441-DNA_D09	LP6005441-DNA_D09	HGDP	Europe	Orcadian	EUR
LP6005441-DNA_D10	LP6005441-DNA_D10	HGDP	Central_South_Asia	Pathan	CSA
LP6005441-DNA_D11	LP6005441-DNA_D11	HGDP	Europe	Sardinian	EUR
LP6005441-DNA_D12	LP6005441-DNA_D12	HGDP	East_Asia	Tu	EAS
LP6005441-DNA_E02	LP6005441-DNA_E02	HGDP	Middle_East	Bedouin	MID
LP6005441-DNA_E03	LP6005441-DNA_E03	HGDP	Central_South_Asia	Burusho	CSA
LP6005441-DNA_E05	LP6005441-DNA_E05	HGDP	Central_South_Asia	Hazara	CSA
LP6005441-DNA_E06	LP6005441-DNA_E06	HGDP	Central_South_Asia	Kalash	CSA
LP6005441-DNA_E07	LP6005441-DNA_E07	HGDP	Africa	Mandenka	AFR
LP6005441-DNA_E08	LP6005441-DNA_E08	HGDP	East_Asia	Mongola	EAS
LP6005441-DNA_E09	LP6005441-DNA_E09	HGDP	East_Asia	Oroqen	EAS
LP6005441-DNA_E10	LP6005441-DNA_E10	HGDP	America	Pima	AMR
LP6005441-DNA_F01	LP6005441-DNA_F01	HGDP	Africa	BantuSouthAfrica	AFR
LP6005441-DNA_F02	LP6005441-DNA_F02	HGDP	Middle_East	Bedouin	MID
LP6005441-DNA_F03	LP6005441-DNA_F03	HGDP	Central_South_Asia	Burusho	CSA
LP6005441-DNA_F04	LP6005441-DNA_F04	HGDP	East_Asia	Daur	EAS
LP6005441-DNA_F05	LP6005441-DNA_F05	HGDP	Central_South_Asia	Hazara	CSA
LP6005441-DNA_F06	LP6005441-DNA_F06	HGDP	Central_South_Asia	Kalash	CSA
LP6005441-DNA_F07	LP6005441-DNA_F07	HGDP	Africa	Mandenka	AFR
LP6005441-DNA_F08	LP6005441-DNA_F08	HGDP	East_Asia	Mongola	EAS
LP6005441-DNA_F09	LP6005441-DNA_F09	HGDP	East_Asia	Oroqen	EAS
LP6005441-DNA_F10	LP6005441-DNA_F10	HGDP	America	Pima	AMR
LP6005441-DNA_F12	LP6005441-DNA_F12	HGDP	East_Asia	Tujia	EAS
LP6005441-DNA_G02	LP6005441-DNA_G02	HGDP	Africa	BiakaPygmy	AFR
LP6005441-DNA_G03	LP6005441-DNA_G03	HGDP	East_Asia	Cambodian	EAS
LP6005441-DNA_G04	LP6005441-DNA_G04	HGDP	Middle_East	Druze	MID
LP6005441-DNA_G05	LP6005441-DNA_G05	HGDP	East_Asia	Hezhen	EAS
LP6005441-DNA_G06	LP6005441-DNA_G06	HGDP	America	Karitiana	AMR
LP6005441-DNA_G07	LP6005441-DNA_G07	HGDP	America	Maya	AMR
LP6005441-DNA_G08	LP6005441-DNA_G08	HGDP	Middle_East	Mozabite	MID
LP6005441-DNA_G09	LP6005441-DNA_G09	HGDP	Middle_East	Palestinian	MID
LP6005441-DNA_G10	LP6005441-DNA_G10	HGDP	Europe	Russian	EUR
LP6005441-DNA_G11	LP6005441-DNA_G11	HGDP	Central_South_Asia	Sindhi	CSA
LP6005441-DNA_G12	LP6005441-DNA_G12	HGDP	Europe	Tuscan	EUR
LP6005441-DNA_H02	LP6005441-DNA_H02	HGDP	Africa	BiakaPygmy	AFR
LP6005441-DNA_H03	LP6005441-DNA_H03	HGDP	East_Asia	Cambodian	EAS
LP6005441-DNA_H05	LP6005441-DNA_H05	HGDP	East_Asia	Hezhen	EAS
LP6005441-DNA_H06	LP6005441-DNA_H06	HGDP	America	Karitiana	AMR
LP6005441-DNA_H07	LP6005441-DNA_H07	HGDP	America	Maya	AMR
LP6005441-DNA_H08	LP6005441-DNA_H08	HGDP	Middle_East	Mozabite	MID
LP6005441-DNA_H09	LP6005441-DNA_H09	HGDP	Middle_East	Palestinian	MID
LP6005441-DNA_H10	LP6005441-DNA_H10	HGDP	Europe	Russian	EUR
LP6005441-DNA_H11	LP6005441-DNA_H11	HGDP	Central_South_Asia	Sindhi	CSA
LP6005441-DNA_H12	LP6005441-DNA_H12	HGDP	Europe	Tuscan	EUR
LP6005442-DNA_A02	LP6005442-DNA_A02	HGDP	Africa	Yoruba	AFR
LP6005442-DNA_B01	LP6005442-DNA_B01	HGDP	East_Asia	Uygur	EAS
LP6005442-DNA_B02	LP6005442-DNA_B02	HGDP	Africa	Yoruba	AFR
LP6005442-DNA_D01	LP6005442-DNA_D01	HGDP	East_Asia	Xibo	EAS
LP6005442-DNA_F01	LP6005442-DNA_F01	HGDP	East_Asia	Yakut	EAS
LP6005442-DNA_G01	LP6005442-DNA_G01	HGDP	East_Asia	Yi	EAS
LP6005442-DNA_H01	LP6005442-DNA_H01	HGDP	East_Asia	Yi	EAS
LP6005443-DNA_A01	LP6005443-DNA_A01	HGDP	Africa	BantuKenya	AFR
LP6005443-DNA_A02	LP6005443-DNA_A02	HGDP	East_Asia	Tujia	EAS
LP6005443-DNA_B01	LP6005443-DNA_B01	HGDP	East_Asia	Dai	EAS
LP6005443-DNA_B02	LP6005443-DNA_B02	HGDP	East_Asia	Uygur	EAS
LP6005443-DNA_C02	LP6005443-DNA_C02	HGDP	East_Asia	Xibo	EAS
LP6005443-DNA_D01	LP6005443-DNA_D01	HGDP	Middle_East	Druze	MID
LP6005443-DNA_D02	LP6005443-DNA_D02	HGDP	East_Asia	Yakut	EAS
LP6005443-DNA_D08	LP6005443-DNA_D08	HGDP	Oceania	Papuan	OCE
LP6005443-DNA_E01	LP6005443-DNA_E01	HGDP	East_Asia	Lahu	EAS
LP6005443-DNA_E02	LP6005443-DNA_E02	HGDP	Africa	BantuSouthAfrica	AFR
LP6005443-DNA_E08	LP6005443-DNA_E08	HGDP	Oceania	Papuan	OCE
LP6005443-DNA_E09	LP6005443-DNA_E09	HGDP	East_Asia	Naxi	EAS
LP6005443-DNA_F01	LP6005443-DNA_F01	HGDP	East_Asia	She	EAS
LP6005443-DNA_F02	LP6005443-DNA_F02	HGDP	Africa	BantuSouthAfrica	AFR
LP6005443-DNA_F07	LP6005443-DNA_F07	HGDP	Oceania	Papuan	OCE
LP6005443-DNA_G01	LP6005443-DNA_G01	HGDP	East_Asia	She	EAS
LP6005443-DNA_G02	LP6005443-DNA_G02	HGDP	Africa	BantuSouthAfrica	AFR
LP6005443-DNA_G08	LP6005443-DNA_G08	HGDP	Africa	San	AFR
LP6005443-DNA_H01	LP6005443-DNA_H01	HGDP	East_Asia	Tu	EAS
LP6005592-DNA_B03	LP6005592-DNA_B03	HGDP	Middle_East	Palestinian	MID
LP6005592-DNA_C03	LP6005592-DNA_C03	HGDP	Africa	MbutiPygmy	AFR
LP6005592-DNA_D03	LP6005592-DNA_D03	HGDP	East_Asia	Dai	EAS
SS6004467	SS6004467	HGDP	East_Asia	Dai	EAS
SS6004468	SS6004468	HGDP	Europe	French	EUR
SS6004469	SS6004469	HGDP	East_Asia	Han	EAS
SS6004470	SS6004470	HGDP	Africa	Mandenka	AFR
SS6004471	SS6004471	HGDP	Africa	MbutiPygmy	AFR
SS6004473	SS6004473	HGDP	Africa	San	AFR
SS6004474	SS6004474	HGDP	Europe	Sardinian	EUR
SS6004475	SS6004475	HGDP	Africa	Yoruba	AFR
SS6004476	SS6004476	HGDP	America	Karitiana	AMR
HGDP00119	HGDP00119	HGDP	Central_South_Asia	Hazara	CSA
HGDP00321	HGDP00321	HGDP	Central_South_Asia	Kalash	CSA
HGDP00465	HGDP00465	HGDP	Africa	BiakaPygmy	AFR
HGDP00468	HGDP00468	HGDP	Africa	MbutiPygmy	AFR
HGDP00490	HGDP00490	HGDP	Oceania	Melanesian	OCE
HGDP00720	HGDP00720	HGDP	East_Asia	Cambodian	EAS
HGDP00763	HGDP00763	HGDP	East_Asia	Japanese	EAS
HGDP00768	HGDP00768	HGDP	East_Asia	Japanese	EAS
HGDP00823	HGDP00823	HGDP	Oceania	Melanesian	OCE
HGDP00916	HGDP00916	HGDP	Africa	Mandenka	AFR
HGDP00919	HGDP00919	HGDP	Africa	Mandenka	AFR
HGDP00981	HGDP00981	HGDP	Africa	BiakaPygmy	AFR
HGDP00983	HGDP00983	HGDP	Africa	MbutiPygmy	AFR
HGDP01006	HGDP01006	HGDP	America	Karitiana	AMR
HGDP01024	HGDP01024	HGDP	East_Asia	Han	EAS
HGDP01051	HGDP01051	HGDP	America	Pima	AMR
HGDP01087	HGDP01087	HGDP	Africa	BiakaPygmy	AFR
HGDP01092	HGDP01092	HGDP	Africa	BiakaPygmy	AFR
HGDP01097	HGDP01097	HGDP	East_Asia	Tujia	EAS
HGDP01219	HGDP01219	HGDP	East_Asia	Daur	EAS
HGDP01226	HGDP01226	HGDP	East_Asia	Mongola	EAS
HGDP01273	HGDP01273	HGDP	Middle_East	Mozabite	MID
HGDP01316	HGDP01316	HGDP	East_Asia	Dai	EAS
HGDP01371	HGDP01371	HGDP	Europe	Basque	EUR
HGDP01381	HGDP01381	HGDP	Europe	Adygei	EUR
HGDP01413	HGDP01413	HGDP	Africa	BantuKenya	AFR
LP6005441-DNA_A09	LP6005441-DNA_A09	HGDP	East_Asia	Naxi	EAS
HG00096	HG00096	1000 Genomes	EUR	GBR	EUR
HG00097	HG00097	1000 Genomes	EUR	GBR	EUR
HG00099	HG00099	1000 Genomes	EUR	GBR	EUR
HG00100	HG00100	1000 Genomes	EUR	GBR	EUR
HG00101	HG00101	1000 Genomes	EUR	GBR	EUR
HG00102	HG00102	1000 Genomes	EUR	GBR	EUR
HG00103	HG00103	1000 Genomes	EUR	GBR	EUR
HG00105	HG00105	1000 Genomes	EUR	GBR	EUR
HG00106	HG00106	1000 Genomes	EUR	GBR	EUR
HG00107	HG00107	1000 Genomes	EUR	GBR	EUR
HG00108	HG00108	1000 Genomes	EUR	GBR	EUR
HG00109	HG00109	1000 Genomes	EUR	GBR	EUR
HG00110	HG00110	1000 Genomes	EUR	GBR	EUR
HG00111	HG00111	1000 Genomes	EUR	GBR	EUR
HG00112	HG00112	1000 Genomes	EUR	GBR	EUR
HG00113	HG00113	1000 Genomes	EUR	GBR	EUR
HG00114	HG00114	1000 Genomes	EUR	GBR	EUR
HG00115	HG00115	1000 Genomes	EUR	GBR	EUR
HG00116	HG00116	1000 Genomes	EUR	GBR	EUR
HG00117	HG00117	1000 Genomes	EUR	GBR	EUR
HG00118	HG00118	1000 Genomes	EUR	GBR	EUR
HG00119	HG00119	1000 Genomes	EUR	GBR	EUR
HG00120	HG00120	1000 Genomes	EUR	GBR	EUR
HG00121	HG00121	1000 Genomes	EUR	GBR	EUR
HG00122	HG00122	1000 Genomes	EUR	GBR	EUR
HG00123	HG00123	1000 Genomes	EUR	GBR	EUR
HG00125	HG00125	1000 Genomes	EUR	GBR	EUR
HG00126	HG00126	1000 Genomes	EUR	GBR	EUR
HG00127	HG00127	1000 Genomes	EUR	GBR	EUR
HG00128	HG00128	1000 Genomes	EUR	GBR	EUR
HG00129	HG00129	1000 Genomes	EUR	GBR	EUR
HG00130	HG00130	1000 Genomes	EUR	GBR	EUR
HG00131	HG00131	1000 Genomes	EUR	GBR	EUR
HG00132	HG00132	1000 Genomes	EUR	GBR	EUR
HG00133	HG00133	1000 Genomes	EUR	GBR	EUR
HG00136	HG00136	1000 Genomes	EUR	GBR	EUR
HG00137	HG00137	1000 Genomes	EUR	GBR	EUR
HG00138	HG00138	1000 Genomes	EUR	GBR	EUR
HG00139	HG00139	1000 Genomes	EUR	GBR	EUR
HG00140	HG00140	1000 Genomes	EUR	GBR	EUR
HG00141	HG00141	1000 Genomes	EUR	GBR	EUR
HG00142	HG00142	1000 Genomes	EUR	GBR	EUR
HG00143	HG00143	1000 Genomes	EUR	GBR	EUR
HG00145	HG00145	1000 Genomes	EUR	GBR	EUR
HG00146	HG00146	1000 Genomes	EUR	GBR	EUR
HG00148	HG00148	1000 Genomes	EUR	GBR	EUR
HG00149	HG00149	1000 Genomes	EUR	GBR	EUR
HG00150	HG00150	1000 Genomes	EUR	GBR	EUR
HG00151	HG00151	1000 Genomes	EUR	GBR	EUR
HG00154	HG00154	1000 Genomes	EUR	GBR	EUR
HG00155	HG00155	1000 Genomes	EUR	GBR	EUR
HG00157	HG00157	1000 Genomes	EUR	GBR	EUR
HG00158	HG00158	1000 Genomes	EUR	GBR	EUR
HG00159	HG00159	1000 Genomes	EUR	GBR	EUR
HG00160	HG00160	1000 Genomes	EUR	GBR	EUR
HG00171	HG00171	1000 Genomes	EUR	FIN	EUR
HG00173	HG00173	1000 Genomes	EUR	FIN	EUR
HG00174	HG00174	1000 Genomes	EUR	FIN	EUR
HG00176	HG00176	1000 Genomes	EUR	FIN	EUR
HG00177	HG00177	1000 Genomes	EUR	FIN	EUR
HG00178	HG00178	1000 Genomes	EUR	FIN	EUR
HG00179	HG00179	1000 Genomes	EUR	FIN	EUR
HG00180	HG00180	1000 Genomes	EUR	FIN	EUR
HG00181	HG00181	1000 Genomes	EUR	FIN	EUR
HG00182	HG00182	1000 Genomes	EUR	FIN	EUR
HG00183	HG00183	1000 Genomes	EUR	FIN	EUR
HG00185	HG00185	1000 Genomes	EUR	FIN	EUR
HG00186	HG00186	1000 Genomes	EUR	FIN	EUR
HG00187	HG00187	1000 Genomes	EUR	FIN	EUR
HG00188	HG00188	1000 Genomes	EUR	FIN	EUR
HG00189	HG00189	1000 Genomes	EUR	FIN	EUR
HG00190	HG00190	1000 Genomes	EUR	FIN	EUR
HG00231	HG00231	1000 Genomes	EUR	GBR	EUR
HG00232	HG00232	1000 Genomes	EUR	GBR	EUR
HG00233	HG00233	1000 Genomes	EUR	GBR	EUR
HG00234	HG00234	1000 Genomes	EUR	GBR	EUR
HG00235	HG00235	1000 Genomes	EUR	GBR	EUR
HG00236	HG00236	1000 Genomes	EUR	GBR	EUR
HG00237	HG00237	1000 Genomes	EUR	GBR	EUR
HG00238	HG00238	1000 Genomes	EUR	GBR	EUR
HG00239	HG00239	1000 Genomes	EUR	GBR	EUR
HG00240	HG00240	1000 Genomes	EUR	GBR	EUR
HG00242	HG00242	1000 Genomes	EUR	GBR	EUR
HG00243	HG00243	1000 Genomes	EUR	GBR	EUR
HG00244	HG00244	1000 Genomes	EUR	GBR	EUR
HG00245	HG00245	1000 Genomes	EUR	GBR	EUR
HG00246	HG00246	1000 Genomes	EUR	GBR	EUR
HG00250	HG00250	1000 Genomes	EUR	GBR	EUR
HG00251	HG00251	1000 Genomes	EUR	GBR	EUR
HG00252	HG00252	1000 Genomes	EUR	GBR	EUR
HG00253	HG00253	1000 Genomes	EUR	GBR	EUR
HG00254	HG00254	1000 Genomes	EUR	GBR	EUR
HG00255	HG00255	1000 Genomes	EUR	GBR	EUR
HG00256	HG00256	1000 Genomes	EUR	GBR	EUR
HG00257	HG00257	1000 Genomes	EUR	GBR	EUR
HG00258	HG00258	1000 Genomes	EUR	GBR	EUR
HG00259	HG00259	1000 Genomes	EUR	GBR	EUR
HG00260	HG00260	1000 Genomes	EUR	GBR	EUR
HG00261	HG00261	1000 Genomes	EUR	GBR	EUR
HG00262	HG00262	1000 Genomes	EUR	GBR	EUR
HG00263	HG00263	1000 Genomes	EUR	GBR	EUR
HG00264	HG00264	1000 Genomes	EUR	GBR	EUR
HG00265	HG00265	1000 Genomes	EUR	GBR	EUR
HG00266	HG00266	1000 Genomes	EUR	FIN	EUR
HG00267	HG00267	1000 Genomes	EUR	FIN	EUR
HG00268	HG00268	1000 Genomes	EUR	FIN	EUR
HG00269	HG00269	1000 Genomes	EUR	FIN	EUR
HG00271	HG00271	1000 Genomes	EUR	FIN	EUR
HG00272	HG00272	1000 Genomes	EUR	FIN	EUR
HG00273	HG00273	1000 Genomes	EUR	FIN	EUR
HG00274	HG00274	1000 Genomes	EUR	FIN	EUR
HG00275	HG00275	1000 Genomes	EUR	FIN	EUR
HG00276	HG00276	1000 Genomes	EUR	FIN	EUR
HG00277	HG00277	1000 Genomes	EUR	FIN	EUR
HG00278	HG00278	1000 Genomes	EUR	FIN	EUR
HG00280	HG00280	1000 Genomes	EUR	FIN	EUR
HG00281	HG00281	1000 Genomes	EUR	FIN	EUR
HG00282	HG00282	1000 Genomes	EUR	FIN	EUR
HG00284	HG00284	1000 Genomes	EUR	FIN	EUR
HG00285	HG00285	1000 Genomes	EUR	FIN	EUR
HG00288	HG00288	1000 Genomes	EUR	FIN	EUR
HG00290	HG00290	1000 Genomes	EUR	FIN	EUR
HG00304	HG00304	1000 Genomes	EUR	FIN	EUR
HG00306	HG00306	1000 Genomes	EUR	FIN	EUR
HG00308	HG00308	1000 Genomes	EUR	FIN	EUR
HG00309	HG00309	1000 Genomes	EUR	FIN	EUR
HG00310	HG00310	1000 Genomes	EUR	FIN	EUR
HG00311	HG00311	1000 Genomes	EUR	FIN	EUR
HG00313	HG00313	1000 Genomes	EUR	FIN	EUR
HG00315	HG00315	1000 Genomes	EUR	FIN	EUR
HG00318	HG00318	1000 Genomes	EUR	FIN	EUR
HG00319	HG00319	1000 Genomes	EUR	FIN	EUR
HG00320	HG00320	1000 Genomes	EUR	FIN	EUR
HG00321	HG00321	1000 Genomes	EUR	FIN	EUR
HG00323	HG00323	1000 Genomes	EUR	FIN	EUR
HG00324	HG00324	1000 Genomes	EUR	FIN	EUR
HG00325	HG00325	1000 Genomes	EUR	FIN	EUR
HG00326	HG00326	1000 Genomes	EUR	FIN	EUR
HG00327	HG00327	1000 Genomes	EUR	FIN	EUR
HG00328	HG00328	1000 Genomes	EUR	FIN	EUR
HG00329	HG00329	1000 Genomes	EUR	FIN	EUR
HG00330	HG00330	1000 Genomes	EUR	FIN	EUR
HG00331	HG00331	1000 Genomes	EUR	FIN	EUR
HG00332	HG00332	1000 Genomes	EUR	FIN	EUR
HG00334	HG00334	1000 Genomes	EUR	FIN	EUR
HG00335	HG00335	1000 Genomes	EUR	FIN	EUR
HG00336	HG00336	1000 Genomes	EUR	FIN	EUR
HG00337	HG00337	1000 Genomes	EUR	FIN	EUR
HG00338	HG00338	1000 Genomes	EUR	FIN	EUR
HG00339	HG00339	1000 Genomes	EUR	FIN	EUR
HG00341	HG00341	1000 Genomes	EUR	FIN	EUR
HG00342	HG00342	1000 Genomes	EUR	FIN	EUR
HG00343	HG00343	1000 Genomes	EUR	FIN	EUR
HG00344	HG00344	1000 Genomes	EUR	FIN	EUR
HG00345	HG00345	1000 Genomes	EUR	FIN	EUR
HG00346	HG00346	1000 Genomes	EUR	FIN	EUR
HG00349	HG00349	1000 Genomes	EUR	FIN	EUR
HG00350	HG00350	1000 Genomes	EUR	FIN	EUR
HG00351	HG00351	1000 Genomes	EUR	FIN	EUR
HG00353	HG00353	1000 Genomes	EUR	FIN	EUR
HG00355	HG00355	1000 Genomes	EUR	FIN	EUR
HG00356	HG00356	1000 Genomes	EUR	FIN	EUR
HG00357	HG00357	1000 Genomes	EUR	FIN	EUR
HG00358	HG00358	1000 Genomes	EUR	FIN	EUR
HG00360	HG00360	1000 Genomes	EUR	FIN	EUR
HG00361	HG00361	1000 Genomes	EUR	FIN	EUR
HG00362	HG00362	1000 Genomes	EUR	FIN	EUR
HG00364	HG00364	1000 Genomes	EUR	FIN	EUR
HG00365	HG00365	1000 Genomes	EUR	FIN	EUR
HG00366	HG00366	1000 Genomes	EUR	FIN	EUR
HG00367	HG00367	1000 Genomes	EUR	FIN	EUR
HG00368	HG00368	1000 Genomes	EUR	FIN	EUR
HG00369	HG00369	1000 Genomes	EUR	FIN	EUR
HG00371	HG00371	1000 Genomes	EUR	FIN	EUR
HG00372	HG00372	1000 Genomes	EUR	FIN	EUR
HG00373	HG00373	1000 Genomes	EUR	FIN	EUR
HG00375	HG00375	1000 Genomes	EUR	FIN	EUR
HG00376	HG00376	1000 Genomes	EUR	FIN	EUR
HG00378	HG00378	1000 Genomes	EUR	FIN	EUR
HG00379	HG00379	1000 Genomes	EUR	FIN	EUR
HG00380	HG00380	1000 Genomes	EUR	FIN	EUR
HG00381	HG00381	1000 Genomes	EUR	FIN	EUR
HG00382	HG00382	1000 Genomes	EUR	FIN	EUR
HG00383	HG00383	1000 Genomes	EUR	FIN	EUR
HG00384	HG00384	1000 Genomes	EUR	FIN	EUR
HG00404	HG00404	1000 Genomes	EAS	CHS	EAS
HG00406	HG00406	1000 Genomes	EAS	CHS	EAS
HG00407	HG00407	1000 Genomes	EAS	CHS	EAS
HG00408	HG00408	1000 Genomes	EAS	CHS	EAS
HG00409	HG00409	1000 Genomes	EAS	CHS	EAS
HG00410	HG00410	1000 Genomes	EAS	CHS	EAS
HG00418	HG00418	1000 Genomes	EAS	CHS	EAS
HG00419	HG00419	1000 Genomes	EAS	CHS	EAS
HG00420	HG00420	1000 Genomes	EAS	CHS	EAS
HG00421	HG00421	1000 Genomes	EAS	CHS	EAS
HG00422	HG00422	1000 Genomes	EAS	CHS	EAS
HG00423	HG00423	1000 Genomes	EAS	CHS	EAS
HG00427	HG00427	1000 Genomes	EAS	CHS	EAS
HG00428	HG00428	1000 Genomes	EAS	CHS	EAS
HG00429	HG00429	1000 Genomes	EAS	CHS	EAS
HG00436	HG00436	1000 Genomes	EAS	CHS	EAS
HG00437	HG00437	1000 Genomes	EAS	CHS	EAS
HG00438	HG00438	1000 Genomes	EAS	CHS	EAS
HG00442	HG00442	1000 Genomes	EAS	CHS	EAS
HG00443	HG00443	1000 Genomes	EAS	CHS	EAS
HG00444	HG00444	1000 Genomes	EAS	CHS	EAS
HG00445	HG00445	1000 Genomes	EAS	CHS	EAS
HG00446	HG00446	1000 Genomes	EAS	CHS	EAS
HG00447	HG00447	1000 Genomes	EAS	CHS	EAS
HG00448	HG00448	1000 Genomes	EAS	CHS	EAS
HG00449	HG00449	1000 Genomes	EAS	CHS	EAS
HG00450	HG00450	1000 Genomes	EAS	CHS	EAS
HG00457	HG00457	1000 Genomes	EAS	CHS	EAS
HG00458	HG00458	1000 Genomes	EAS	CHS	EAS
HG00459	HG00459	1000 Genomes	EAS	CHS	EAS
HG00463	HG00463	1000 Genomes	EAS	CHS	EAS
HG00464	HG00464	1000 Genomes	EAS	CHS	EAS
HG00465	HG00465	1000 Genomes	EAS	CHS	EAS
HG00472	HG00472	1000 Genomes	EAS	CHS	EAS
HG00473	HG00473	1000 Genomes	EAS	CHS	EAS
HG00474	HG00474	1000 Genomes	EAS	CHS	EAS
HG00475	HG00475	1000 Genomes	EAS	CHS	EAS
HG00476	HG00476	1000 Genomes	EAS	CHS	EAS
HG00477	HG00477	1000 Genomes	EAS	CHS	EAS
HG00478	HG00478	1000 Genomes	EAS	CHS	EAS
HG00479	HG00479	1000 Genomes	EAS	CHS	EAS
HG00480	HG00480	1000 Genomes	EAS	CHS	EAS
HG00500	HG00500	1000 Genomes	EAS	CHS	EAS
HG00501	HG00501	1000 Genomes	EAS	CHS	EAS
HG00502	HG00502	1000 Genomes	EAS	CHS	EAS
HG00524	HG00524	1000 Genomes	EAS	CHS	EAS
HG00525	HG00525	1000 Genomes	EAS	CHS	EAS
HG00526	HG00526	1000 Genomes	EAS	CHS	EAS
HG00530	HG00530	1000 Genomes	EAS	CHS	EAS
HG00531	HG00531	1000 Genomes	EAS	CHS	EAS
HG00532	HG00532	1000 Genomes	EAS	CHS	EAS
HG00533	HG00533	1000 Genomes	EAS	CHS	EAS
HG00534	HG00534	1000 Genomes	EAS	CHS	EAS
HG00535	HG00535	1000 Genomes	EAS	CHS	EAS
HG00536	HG00536	1000 Genomes	EAS	CHS	EAS
HG00537	HG00537	1000 Genomes	EAS	CHS	EAS
HG00538	HG00538	1000 Genomes	EAS	CHS	EAS
HG00542	HG00542	1000 Genomes	EAS	CHS	EAS
HG00543	HG00543	1000 Genomes	EAS	CHS	EAS
HG00544	HG00544	1000 Genomes	EAS	CHS	EAS
HG00551	HG00551	1000 Genomes	AMR	PUR	AMR
HG00552	HG00552	1000 Genomes	AMR	PUR	AMR
HG00553	HG00553	1000 Genomes	AMR	PUR	AMR
HG00554	HG00554	1000 Genomes	AMR	PUR	AMR
HG00555	HG00555	1000 Genomes	AMR	PUR	AMR
HG00556	HG00556	1000 Genomes	EAS	CHS	EAS
HG00557	HG00557	1000 Genomes	EAS	CHS	EAS
HG00558	HG00558	1000 Genomes	EAS	CHS	EAS
HG00559	HG00559	1000 Genomes	EAS	CHS	EAS
HG00560	HG00560	1000 Genomes	EAS	CHS	EAS
HG00561	HG00561	1000 Genomes	EAS	CHS	EAS
HG00565	HG00565	1000 Genomes	EAS	CHS	EAS
HG00566	HG00566	1000 Genomes	EAS	CHS	EAS
HG00567	HG00567	1000 Genomes	EAS	CHS	EAS
HG00577	HG00577	1000 Genomes	EAS	CHS	EAS
HG00578	HG00578	1000 Genomes	EAS	CHS	EAS
HG00579	HG00579	1000 Genomes	EAS	CHS	EAS
HG00580	HG00580	1000 Genomes	EAS	CHS	EAS
HG00581	HG00581	1000 Genomes	EAS	CHS	EAS
HG00582	HG00582	1000 Genomes	EAS	CHS	EAS
HG00583	HG00583	1000 Genomes	EAS	CHS	EAS
HG00584	HG00584	1000 Genomes	EAS	CHS	EAS
HG00585	HG00585	1000 Genomes	EAS	CHS	EAS
HG00589	HG00589	1000 Genomes	EAS	CHS	EAS
HG00590	HG00590	1000 Genomes	EAS	CHS	EAS
HG00591	HG00591	1000 Genomes	EAS	CHS	EAS
HG00592	HG00592	1000 Genomes	EAS	CHS	EAS
HG00593	HG00593	1000 Genomes	EAS	CHS	EAS
HG00594	HG00594	1000 Genomes	EAS	CHS	EAS
HG00595	HG00595	1000 Genomes	EAS	CHS	EAS
HG00596	HG00596	1000 Genomes	EAS	CHS	EAS
HG00597	HG00597	1000 Genomes	EAS	CHS	EAS
HG00598	HG00598	1000 Genomes	EAS	CHS	EAS
HG00599	HG00599	1000 Genomes	EAS	CHS	EAS
HG00607	HG00607	1000 Genomes	EAS	CHS	EAS
HG00608	HG00608	1000 Genomes	EAS	CHS	EAS
HG00609	HG00609	1000 Genomes	EAS	CHS	EAS
HG00610	HG00610	1000 Genomes	EAS	CHS	EAS
HG00611	HG00611	1000 Genomes	EAS	CHS	EAS
HG00612	HG00612	1000 Genomes	EAS	CHS	EAS
HG00613	HG00613	1000 Genomes	EAS	CHS	EAS
HG00614	HG00614	1000 Genomes	EAS	CHS	EAS
HG00615	HG00615	1000 Genomes	EAS	CHS	EAS
